budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,tittle,cast,director
0,"['Drama', 'Action', 'Thriller']",Unknown,22617,Unknown,en,Dinner Rush,"Is it just another evening at the hugely popular Italian restaurant of proprietor and bookmaker Louis Cropa in New York? Anything but as tonight's guests include; a local police detective and his wife specially invited by the owner; on the balcony rival bookmaker gangsters from Queens who want to become partners in the restaurant; in the corner renowned food critic 'the food nymph' is her usual demanding self; and at the bar, seemingly unnoticed, is Ken. As the evening continues enter Duncan, inveterate gambler and sous-chef on-the-line in the frenetic kitchen downstairs, who acts as the catalyst that causes the evening to draw to its inevitable, explosive, deadly conclusion.",1.096355,"['Access Motion Picture Group', 'Giraldi-Suarez-DiGiaimo Productions']",['United States of America'],2000,0,99.0,"['English', 'Français', 'Italiano']",Released,Unknown,Dinner Rush,7.1,19,Dinner Rush,"['Danny Aiello', 'John Rothman', 'Frank Bongiorno']",Bob Giraldi
0,"['Comedy', 'Drama']",Unknown,55561,"['independent film', 'woman director']",en,Clockwatchers,Iris can best be described as a wallflower. She begins her first day as a temp for the nondescript Global Credit Association by waiting in a chair for two hours...,1.196943,Unknown,Unknown,1997,0,96.0,['English'],Released,Unknown,Clockwatchers,5.6,13,Clockwatchers,"['Toni Collette', 'Parker Posey', 'Lisa Kudrow']",Jill Sprecher
2000000,['Comedy'],http://www.thevirginityhit.com/,42889,"['loss of virginity', 'teenage boy', 'teen comedy']",en,The Virginity Hit,"Four guys, one camera, and their experience chronicling the exhilarating and terrifying rite of passage: losing your virginity. As these guys help their buddy get laid, they'll have to survive friends with benefits, Internet hookups, even porn stars during an adventure that proves why you will always remember your first time.",3.125382,"['Gary Sanchez Productions', 'Principato-Young Entertainment']",['United States of America'],2010,563706,120.0,"['English', 'Français']",Released,Unknown,The Virginity Hit,4.6,19,The Virginity Hit,"['Matt Bennett', 'Zack Pearlman', 'Jacob Davich']",Huck Botko
2000000,"['Action', 'Thriller']",Unknown,10656,"['paris', 'culture clash', 'subway']",fr,Subway,"Fred, a raffish safe blower, takes refuge in the Paris Metro after being chased by the henchmen of a shady businessman from whom he has just stolen some documents. While hiding out in the back rooms and conduits of the Metro, Fred encounters a subterranean society of eccentric characters and petty criminals. Despite being pursued by the henchmen, Fred finds the time to flirt with Héléna, blow a safe, rob a train, evade the hapless Metro police, and start a rock band",5.261065,['Gaumont'],['France'],1985,390659,104.0,['Français'],Released,An underground story where lives intertwine,Subway,6.3,86,Subway,"['Isabelle Adjani', 'Christopher Lambert', 'Richard Bohringer']",Luc Besson
0,"['Comedy', 'Drama']",http://www.houseofdthemovie.com/,24363,"['self-discovery', 'friendship']",en,House of D,"An American artist living a bohemian existence in Paris, Tom Warshaw (David Duchovny) is trying to make sense of his troubled adult life by reflecting upon his extraordinary childhood.",6.337735,"['Tribeca Productions', 'Bob Yari Productions', 'Southpaw Entertainment']",['United States of America'],2005,0,97.0,"['English', 'Français']",Released,Unknown,House of D,6.1,23,House of D,"['Robin Williams', 'David Duchovny', 'Anton Yelchin']",David Duchovny
0,"['Comedy', 'Horror']",Unknown,13121,Unknown,en,Teeth,"Dawn is an active member of her high-school chastity club but, when she meets Tobey, nature takes its course, and the pair answer the call. They suddenly learn she is a living example of the vagina dentata myth, when the encounter takes a grisly turn.",7.359286,['Teeth'],['United States of America'],2007,0,94.0,['English'],Released,Every rose has its thorns.,Teeth,5.2,210,Teeth,"['Jess Weixler', 'John Hensley', 'Josh Pais']",Mitchell Lichtenstein
2000000,"['Action', 'Adventure', 'Science Fiction']",Unknown,24746,['independent film'],en,Six-String Samurai,"In a post-apocalyptic world where the Russians have taken over a nuked USA and Elvis is king of Lost Vegas, Buddy is a '50s rocker and wandering warrior rolled into one, too-cool package. Armed with his six-string in one hand and his sword in the other, Buddy is on his way to Vegas to succeed Elvis as King. Along the way, he saves an orphan who decides to tag along.",1.892183,['HSX Films'],['United States of America'],1998,124494,91.0,['English'],Released,Vegas Needs a New King.,Six-String Samurai,5.8,36,Six-String Samurai,"['Jeffrey Falcon', 'Justin McGuire', 'Kim De Angelo']",Lance Mungia
0,Unknown,Unknown,325140,Unknown,en,Hum To Mohabbat Karega,"Raju, a waiter, is in love with the famous TV reporter Greeta Kapoor. After a man is murdered, Kapoor shows up at Raju's door to ask him some questions - it turns out that Raju served the dead man his last supper, and the authorities hope that he might be able to help them. Raju lies and says that he was an eye witness, in order to spend more time with Kapoor. He gives the police a false description of the killer, but it matches his best friend Kutti, so soon Kutti is wanted by the police, and the Mafia, who is responsible for the killing, is after Raju.",0.001186,Unknown,Unknown,2000,0,0.0,Unknown,Released,Unknown,Hum To Mohabbat Karega,0.0,0,Hum To Mohabbat Karega,Unknown,Unknown
2000000,"['Drama', 'Comedy', 'Music']",Unknown,12109,"['disc jockey', 'loss of family', 'cocaine']",en,It's All Gone Pete Tong,"Its All Gone Pete Tong is a comedy following the tragic life of legendary Frankie Wilde. The story takes us through Frankie's life from one of the best DJ's alive, through subsequent battle with a hearing disorder, culminating in his mysterious disappearance from the scene.",3.911445,Unknown,"['Canada', 'United Kingdom']",2004,120620,90.0,['English'],Released,Unknown,It's All Gone Pete Tong,7.1,52,It's All Gone Pete Tong,"['Paul Kaye', 'Kate Magowan', 'Neil Maskell']",Michael Dowse
3800000,['Comedy'],http://www.saintjohnmovie.com/,27023,"['independent film', 'aftercreditsstinger']",en,Saint John of Las Vegas,An ex-gambler is lured back into the game by a veteran insurance-fraud investigator.,2.559806,Unknown,['United States of America'],2009,111731,84.0,"['English', 'Italiano']",Released,Unknown,Saint John of Las Vegas,5.9,18,Saint John of Las Vegas,"['Steve Buscemi', 'Romany Malco', 'Tim Blake Nelson']",Hue Rhodes
0,"['Comedy', 'Drama', 'Romance']",Unknown,22913,"['transporter', 'sport', 'friends']",en,24 7: Twenty Four Seven,"In a typical English working-class town, the juveniles have nothing more to do than hang around in gangs. One day, Alan Darcy, a highly motivated man with the same kind of youth experience, starts trying to get the young people off the street and into doing something they can believe in: Boxing. Darcy opens a boxing club, aiming to bring the rival gangs together.",0.744406,['Scala Films'],['United Kingdom'],1997,0,96.0,['English'],Released,Unknown,24 7: Twenty Four Seven,6.3,10,24 7: Twenty Four Seven,"['Bob Hoskins', 'Danny Nussbaum', 'Bruce Jones']",Shane Meadows
13500000,['Drama'],https://twitter.com/Stonewall_Movie,273899,['stonewall riot'],en,Stonewall,"""Stonewall"" is a drama about a young man in New York caught up during the 1969 Stonewall Riots, a pivotal event widely considered the starting point for the modern gay civil rights movement.",5.16023,"['Centropolis Entertainment', ""Mel's Cite du Cinema""]",['United States of America'],2015,187674,129.0,['English'],Released,Where Pride Began,Stonewall,5.2,32,Stonewall,"['Jeremy Irvine', 'Jonny Beauchamp', 'Jonathan Rhys Meyers']",Roland Emmerich
7000000,"['Animation', 'Family', 'Foreign']",http://www.roadsideromeo.com/,20653,Unknown,en,Roadside Romeo,"This is the story of Romeo. A dude who was living the life. He had the works - the mansion to live in, the chicks to party with and the cars to be driven around in. Until one day, the family he was the favourite pet of, decided to move and left him back, abandoned on the mean streets of Mumbai. Romeo is now faced with situations he has never been in before. He encounters four strays, who scare the daylights out of him. But soon, he smooth talks his way into their hearts and he makes friends. Then, Romeo finds love! He encounters the beautiful, ravishing Laila, the most beautiful girl he has ever seen - and he loses his heart to her at first sight. Finally, he encounters a villain! The dreaded Don of the area - Charlie Anna. The Don who everyone is scared of. So hop on to the adventure as Romeo, wins friendship, love and a new life - in spite of Charlie Anna and his gang!",0.253595,"['Walt Disney Pictures', 'Yash Raj Films', 'Walt Disney Studios Motion Pictures']","['India', 'United States of America']",2008,1100000,93.0,"['English', 'हिन्दी']",Released,Unknown,Roadside Romeo,6.7,3,Roadside Romeo,"['Saif Ali Khan', 'Kareena Kapoor', 'Javed Jaffrey']",Unknown
0,"['Drama', 'Action', 'Thriller']",Unknown,67373,['heist mafia internet'],en,This Thing of Ours,"Using the Internet and global satellites, a group of gangsters pull off the biggest bank heist in the Mafia's history.",0.046868,Unknown,Unknown,2005,0,100.0,Unknown,Released,Unknown,This Thing of Ours,5.0,1,This Thing of Ours,"['James Caan', 'James Caan', 'Frank Vincent']",Danny Provenzano
0,"['Adventure', 'Family']",http://www.thelostmedallion.com/,171759,Unknown,en,The Lost Medallion: The Adventures of Billy Stone,A man who stops into a foster home to drop off some donations soon tells the kids a story about two teenage friends who uncover a long-lost medallion that transports them back in time.,2.952932,['Kaos Entertainment'],['United States of America'],2013,0,97.0,"['English', 'Deutsch']",Released,Finding it is only the beginning.,The Lost Medallion: The Adventures of Billy Stone,5.6,13,The Lost Medallion: The Adventures of Billy Stone,"['William Brent', 'Sammi Hanratty', 'James Hong']",Bill Muir
0,"['Comedy', 'Drama', 'Music']",Unknown,206296,"['wife', 'musical', 'marriage']",en,The Last Five Years,"In New York, a struggling actress and a successful writer sing about their failed marriage from two perspectives.",5.563068,"['Lucky Monkey Pictures', 'Sh-K-Boom Records', 'Grand Peaks Entertainment']",['United States of America'],2014,0,94.0,['English'],Released,There are two sides to every love story.,The Last Five Years,5.5,143,The Last Five Years,"['Anna Kendrick', 'Jeremy Jordan', 'Natalie Knepp']",Richard LaGravenese
0,"['Comedy', 'Drama', 'Mystery']",Unknown,35219,"['detective', 'independent film', 'train']",en,The Missing Person,"Private detective John Rosow is hired to tail a man on a train from Chicago to Los Angeles. Rosow gradually uncovers the man's identity as a missing person; one of the thousands presumed dead after the 9/11 terrorist attacks on the World Trade Center. Persuaded by a large reward, Rosow is charged with bringing the missing person back to his wife in New York City.",1.161034,"['Strand Releasing', 'The 7th Floor', 'Apropos Films']",['United States of America'],2009,0,95.0,['English'],Released,John Rosow is a private investigator. And an alcoholic. He just got the case of his life.,The Missing Person,6.4,9,The Missing Person,"['Michael Shannon', 'Amy Ryan', 'Frank Wood']",Noah Buschel
2000000,"['Comedy', 'Science Fiction', 'Romance']",Unknown,28260,"['gang', 'zombie']",en,Return of the Living Dead 3,"Colonel Reynolds and his group of government scientists continue their work on re-animating the dead for military use. His son Curt uses a stolen security pass to sneak in with his thrill-seeking girlfriend Julie, with shocking, deadly results!",7.502934,['Ozla Productions'],['United States of America'],1993,54207,97.0,"['Český', 'English', 'Italiano']",Released,She's to die for.,Return of the Living Dead 3,5.9,88,Return of the Living Dead 3,"['Melinda Clarke', 'J. Trevor Edmond', 'Kent McCord']",Brian Yuzna
0,"['Drama', 'Action', 'Romance']",Unknown,7515,"['new york', 'celebration']",en,London,London is a drug laden adventure that centers on a party in a New York loft where a young man is trying to win back his ex-girlfriend.,5.350423,"['Destination Films', 'Silver Nitrate Films', 'National Film and Television School (NFTS)']","['United Kingdom', 'United States of America']",2005,0,92.0,['English'],Released,One young man's incredible journey of self-discovery,London,6.1,96,London,"['Chris Evans', 'Jessica Biel', 'Joy Bryant']",Hunter Richards
2000000,['Drama'],Unknown,13075,"['independent film', 'mother daughter relationship', 'woman director']",en,Sherrybaby,"After serving time in prison, former drug addict Sherry Swanson returns home to reclaim her young daughter from family members who have been raising the child. Sherry's family, especially her sister-in-law, doubt Sherry's ability to be a good mother, and Sherry finds her resolve to stay clean slowly weakening.",4.261509,['Red Envelope Entertainment'],['United States of America'],2006,622806,96.0,['English'],Released,No one makes it alone.,Sherrybaby,6.3,41,Sherrybaby,"['Maggie Gyllenhaal', 'Michelle Hurst', 'Sandra Rodríguez']",Laurie Collyer
